driver_id,age_first,grade_last,income_mean,income_max,income_min,income_last,quarterly_rating_mean,quarterly_rating_last,total_business_value_mean,total_business_value_sum,dateofjoining_first,lastworkingdate_last,target_max,tenure_months,income_increase,rating_increse,business_std,gender_first_1.0,city_first_C10,city_first_C11,city_first_C12,city_first_C13,city_first_C14,city_first_C15,city_first_C16,city_first_C17,city_first_C18,city_first_C19,city_first_C2,city_first_C20,city_first_C21,city_first_C22,city_first_C23,city_first_C24,city_first_C25,city_first_C26,city_first_C27,city_first_C28,city_first_C29,city_first_C3,city_first_C4,city_first_C5,city_first_C6,city_first_C7,city_first_C8,city_first_C9,education_level_first_1,education_level_first_2,joining_designation_first_2,joining_designation_first_3,joining_designation_first_4,joining_designation_first_5
636,1.8677972162367034,4,1.2779299218063025,1.2704576011514919,1.2797661644348342,1.2704988839901028,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2017-10-01,2019-06-25,1,0.3434211602800216,0,0,-0.6828602175335401,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
638,0.4959378279866557,5,2.831693498570245,3.1739323352769113,2.7839422945864896,3.173929743358414,2.166357260199904,0.706496919761586,4.384944174135855,5.501860416274864,2013-07-13,,0,4.036611726164816,1,0,3.94786903367829,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
639,-1.2188864073259038,2,0.26037286106955326,0.2559406314072225,0.2614060625855762,0.25600529868316374,0.7291234814968633,0.706496919761586,0.18276855488212304,-0.027413302183198377,2020-02-01,,0,-0.18166032284672873,0,0,-0.13363939172130374,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
640,-1.2188864073259038,3,1.6505758661373855,1.6419902147196543,1.6527061954813007,1.6420229337970103,-0.7870791861459044,-0.528575889307677,-0.2741505329787178,-0.3370723209475119,2019-12-07,2020-07-25,1,-0.3631482180214109,0,0,-0.05469531174266263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
642,0.3244554044553998,3,0.9643460445317728,0.9578105986306972,0.9659348113622503,0.957859087927608,-0.7870791861459044,-0.528575889307677,-0.5871310306757647,-0.4762440886723642,2020-07-31,,0,-0.5005856532022381,0,0,-0.5040022744186635,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
643,0.15297298092414383,2,0.15550323033538624,0.15138431304843106,0.1564536702764738,0.15145139032908098,-0.09215296347630253,-0.528575889307677,-0.3178226744319544,-0.391372509855647,2020-07-10,,0,-0.46358326680740003,0,0,-0.3734815944035015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
644,-0.7044391367321359,1,-0.8656590553204345,-0.8667271105120151,-0.8655145016825005,-0.866636565942508,1.066057407639701,1.9415697288308489,0.21910243898700157,-0.09771204725419652,2020-04-25,,0,-0.32966986842608115,0,1,-0.09246490778993688,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
645,-0.8759215602633919,4,1.81012474147747,1.801062415957128,1.8123809844544345,1.8010914684482842,0.04683228105761798,-0.528575889307677,-0.26716740289089896,-0.3974425148276381,2019-03-30,2019-08-01,1,-0.5516841867951099,0,0,0.02983953919185243,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
646,-0.018509442607112108,3,0.4433556983836021,0.4383767824498458,0.4445333072718664,0.4384372446046623,-0.7870791861459044,-0.528575889307677,-0.4709973038214175,-0.4696436842769313,2020-10-12,,0,-0.6292129963842945,0,0,-0.39422945294152734,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
647,-0.018509442607112108,1,-0.047520416087618665,-0.051032772442940064,-0.04673019943147499,-0.050961029484148324,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2019-08-01,2019-09-15,1,-0.6908836403756913,0,0,-0.6828602175335401,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
648,-1.0474039837946478,1,-1.4245749538035433,-1.423973171249315,-1.4248714883976459,-1.4238697822563302,-0.09215296347630253,0.706496919761586,-0.34472436501319703,-0.399323021874386,2020-07-24,,0,-0.4882515244039588,0,1,-0.0438868550321024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
649,-0.18999186613836805,1,-0.8358629317245792,-0.8370200069136122,-0.8356948634227859,-0.8369301470876069,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2019-06-01,2019-09-09,1,-0.5939726283892105,0,0,-0.6828602175335401,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
650,-0.018509442607112108,2,-0.5754031039928377,-0.5773383385664824,-0.5750294846139637,-0.5772544643571601,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2020-11-14,,0,-0.6873596035761829,0,0,-0.6828602175335401,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
651,0.15297298092414383,3,-0.6338996455718894,-0.6356601137211167,-0.6335721908059302,-0.635574895205157,0.2553101478584984,-0.528575889307677,0.1985748360844847,-0.1507936325283085,2019-12-05,2020-07-24,1,-0.3613861996216567,0,0,0.7266479149317776,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
652,-0.018509442607112108,4,1.8764679490568537,1.8672074141234414,1.8787765491204895,1.8672349419840486,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2018-11-05,2019-07-18,1,-0.3208597764273102,0,0,-0.6828602175335401,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
653,1.8677972162367034,2,0.1933227466432928,0.18909083837499216,0.19430303319212583,0.1891570465268796,-0.7870791861459044,-0.528575889307677,-0.6350902003254869,-0.4909736313386456,2018-09-12,2019-03-30,1,-0.41953280681354516,0,0,-0.5944544154591151,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
654,-1.9048161014509275,2,-0.8170592095976574,-0.8182724634802193,-0.8168763016740692,-0.8181830357817855,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2020-10-10,2020-11-22,1,-0.6944076771751997,0,0,-0.6828602175335401,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
655,0.3244554044553998,2,-0.6470481129237972,-0.6487692982271734,-0.646731034735484,-0.6486837775468216,-0.7870791861459044,-0.528575889307677,-0.5032511515611668,-0.45558590782257097,2019-01-05,2019-05-03,1,-0.562256297193635,0,0,-0.5391924636478791,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
658,-0.7044391367321359,3,1.65181295311942,1.6432236057350091,1.6539442587542426,1.6432562963829196,1.066057407639701,0.706496919761586,0.464993655354216,0.01129380119569647,2020-04-13,,0,-0.30852564762903084,0,0,-0.06497801192091131,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
659,-0.18999186613836805,3,-0.1530262629839748,-0.15622340618105685,-0.1523193099952332,-0.15614923859669871,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2020-06-05,2020-07-29,1,-0.6750254747779035,0,0,-0.6828602175335401,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
660,-1.5618512543884155,1,-1.5518535315837034,-1.5508714868576765,-1.5522505125651813,-1.5507651728808844,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2020-01-25,2020-02-06,1,-0.7490302475675797,0,0,-0.6828602175335401,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
662,0.3244554044553998,2,0.6120236720483966,0.6065408374576492,0.6133343912284004,0.606597423460639,1.6451625931977023,1.9415697288308489,0.7998767518502699,1.2637443703271372,2016-10-17,,0,1.9362857936578146,0,1,-0.09824734741839544,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
663,-1.0474039837946478,3,1.3420817181603684,1.3344177352334623,1.3439685884459636,1.3344575438022566,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2020-07-04,2020-10-02,1,-0.6115928123867524,0,0,-0.6828602175335401,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
664,-0.018509442607112108,1,-0.6783287408980937,-0.679956471044002,-0.6780363489227288,-0.679870231504814,0.6027732591932994,0.706496919761586,-0.2803382926144792,-0.48225382098260056,2020-12-11,,0,-0.7349341003695462,0,0,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
667,-0.36147428966962397,2,0.668399493086818,0.6627482280145324,0.6697547032381808,0.6628035184470772,0.6027732591932994,-0.528575889307677,0.8532666886985155,-0.045269352194684816,2018-09-09,2019-05-31,1,-0.30500161082952243,0,0,0.42398717981762507,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
668,-0.7044391367321359,2,-0.4688015514838226,-0.4710552727861943,-0.4683438037227427,-0.4709738483828043,0.8807437482611404,0.706496919761586,0.3331270436356133,0.0034452047686517975,2019-11-28,2020-09-21,1,-0.24509298523787976,0,0,0.05765658891639492,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
671,-0.18999186613836805,3,-0.5960801292639829,-0.5979535883945556,-0.5957228278902781,-0.5978692390073583,-0.7870791861459044,-0.528575889307677,-0.6383328644761825,-0.49161252155324586,2019-11-01,2020-02-11,1,-0.5904485915897022,0,0,-0.5992934524142733,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
672,-0.5329567132008799,2,0.6283885655535935,0.6228568386036285,0.6297121996676032,0.6229130485256678,-0.7870791861459044,-0.528575889307677,-0.39816436014164225,-0.44429300274288713,2020-08-29,2020-12-28,1,-0.5569702419943724,0,0,-0.3977931833238761,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
673,0.3244554044553998,2,-0.7869803232630513,-0.7882834419354496,-0.7867736775233964,-0.7881947054786765,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2020-07-10,,0,-0.46358326680740003,0,0,-0.6828602175335401,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
674,-0.018509442607112108,1,-0.7311700277021314,-0.7326398872713,-0.7309193372955324,-0.7325524333886541,-0.7870791861459044,-0.528575889307677,-0.6201709788156827,-0.4807283747069169,2019-09-14,2020-02-02,1,-0.5217298739992885,0,0,-0.5473179489616854,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
677,2.553726910361727,3,0.4184725773735402,0.4135680031695663,0.4196305488675495,0.41362903716237237,-0.7870791861459044,-0.528575889307677,-0.0021966893268871063,-0.33218475601249103,2015-05-21,2019-05-04,1,1.7741801008804285,0,0,-0.05515914721106497,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
678,0.3244554044553998,1,-0.9833590453254147,-0.9840754556872007,-0.9833073787938288,-0.9839822062590216,0.8807437482611404,1.9415697288308489,-0.0696841502855156,-0.34880576439129396,2020-08-23,,0,-0.5411120763965847,0,1,0.008201689217299728,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
680,0.4959378279866557,4,2.408698114070365,2.3978474686723734,2.41142674237646,2.397862765373256,-0.3237950376995033,-0.528575889307677,0.6589305569090274,0.09726782178923678,2014-07-28,2019-09-22,1,2.545944159972766,0,0,1.2914277415703095,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
681,-0.7044391367321359,2,-0.2612890465831503,-0.26416273989625005,-0.26066753299583334,-0.26408608432927555,1.2976994818629013,1.9415697288308489,0.6726823698843044,-0.23330800233712665,2020-08-29,,0,-0.5516841867951099,0,1,0.9923364395584655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
682,-0.8759215602633919,1,-0.6794951371954403,-0.6811193825727652,-0.6792036657229312,-0.6810331162286712,0.8344153334164999,1.9415697288308489,0.11937151274673913,0.21879832935176502,2019-07-19,,0,0.16545730190484786,0,1,-0.07125401940795943,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
683,1.3533499456429354,1,-0.12266461391061804,-0.12595246668992038,-0.12193369995360227,-0.12587899684538187,0.04683228105761798,-0.528575889307677,0.025257496346926953,-0.3254232592301864,2018-10-06,2019-05-09,1,-0.391340512417478,0,0,0.34226644299366044,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
684,-1.7333336779196715,1,-1.0302976599580316,-1.0308738347840916,-1.030283036692881,-1.030779506661523,1.2976994818629013,-0.528575889307677,0.14016238512289733,-0.33822846018662556,2020-06-30,2020-10-27,1,-0.5604942787938808,0,0,0.18734089020033673,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
686,-0.8759215602633919,2,0.12994854782079143,0.1259059786455304,0.13087882038113136,0.1259736431972974,-0.7870791861459044,-0.528575889307677,-0.375441608951862,-0.40840118060122743,2019-11-02,2020-04-27,1,-0.45829721160813747,0,0,-0.10002846267456467,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
687,-0.18999186613836805,1,-1.6327943655510924,-1.6315704990051765,-1.6332552238519504,-1.6314623249303786,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2019-10-04,2019-11-30,1,-0.6697394195786409,0,0,-0.6828602175335401,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
688,2.039279639767959,2,-1.2830875484011601,-1.2829084788360214,-1.2832724232094634,-1.2828083413593323,0.13948911074689824,-0.528575889307677,-0.05732556430877639,-0.2202551355342044,2018-06-16,2019-09-22,1,0.04564005072156255,0,0,-0.20353209005154727,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
689,-0.8759215602633919,1,-1.4861465401665088,-1.4853608040706885,-1.4864916661537821,-1.4852560001035875,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2018-10-14,2018-12-31,1,-0.6327370331838028,0,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
690,2.039279639767959,2,-0.3436790395866364,-0.3463065815188799,-0.3431225469737631,-0.346228032550835,-0.7870791861459044,-0.528575889307677,-0.43598172222296244,-0.4390185969060586,2018-12-10,2019-05-17,1,-0.49177556120346716,0,0,-0.45214093287546975,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
691,-0.5329567132008799,2,0.0003018321035940159,-0.003353399763652961,0.0011297893768214432,-0.003282755805997343,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2020-06-28,2020-07-29,1,-0.71555189797225,0,0,-0.6828602175335401,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
692,-0.18999186613836805,1,-0.9685140015410029,-0.9692747635029431,-0.9684506195185261,-0.96918185522811,-0.7870791861459044,-0.528575889307677,-0.3823236954740931,-0.4565404076114506,2017-12-18,2019-03-19,1,0.033305921923283174,0,0,-0.4811778117862428,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
693,2.039279639767959,4,2.2796522691730123,2.2691871658992198,2.282279056390436,2.269205428197403,1.123967926195501,0.706496919761586,2.5231080185751296,3.3008759559109357,2015-07-26,,0,2.7274320551474482,0,0,1.653307112720189,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
694,-0.36147428966962397,3,0.8270647348683063,0.8209394356696098,0.8285451613020705,0.8209910798227015,-0.09215296347630253,0.706496919761586,-0.13868448371239317,-0.39316863517593825,2019-07-29,2019-11-21,1,-0.5675423523928976,0,1,0.14633325042581147,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
695,-1.2188864073259038,1,-0.05533173674560684,-0.058820755711323246,-0.054547684669193776,-0.05874883324088991,-0.7870791861459044,-0.528575889307677,-0.5570560159319544,-0.4688371264759952,2020-08-03,2020-12-04,1,-0.553446205194864,0,0,-0.4538237571717163,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
696,-1.2188864073259038,3,0.7149846542959963,0.7091942096784647,0.7163766287735354,0.7092484295393189,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2020-03-16,2020-07-17,1,-0.553446205194864,0,0,-0.6828602175335401,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
697,1.3533499456429354,4,2.08475805148909,2.0748752213658945,2.087231031047534,2.074897962520149,1.760983630309303,0.706496919761586,4.13724313463822,3.78111756610694,2019-07-14,,0,0.17426739390361884,0,0,5.061699477847482,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
698,-0.18999186613836805,3,0.6115995279402705,0.606117960538099,0.6129099123919632,0.6061745562883273,1.818894148865103,0.706496919761586,0.9604312695483914,0.14941792047259364,2020-05-01,,0,-0.34024197882460633,0,0,0.6911960693650258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
700,-0.7044391367321359,1,-0.9960480232268526,-0.9967265235304114,-0.9960063706505756,-0.9966329824973484,0.6027732591932994,0.706496919761586,0.09869558901400184,-0.1510895165041954,2017-12-26,2019-09-22,1,0.34870721547928424,0,0,0.16094630075952898,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
701,1.5248323691741914,2,0.9266679095932415,0.9202450322773195,0.9282269413920774,0.9202943874539132,2.1189759268360673,0.706496919761586,1.5577370344913208,1.9377965599285334,2019-01-12,2020-10-18,1,0.3663273994768262,0,0,0.9328434636649546,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
702,0.6674202515179116,3,1.9289557824374528,1.919538432917781,1.9313058051295955,1.9195647545576289,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2019-06-30,2019-12-21,1,-0.46358326680740003,0,0,-0.6828602175335401,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
703,-0.8759215602633919,3,1.5644392668454525,1.5561109603076642,1.5665016184481755,1.5561456588866969,1.8662754822289396,-0.528575889307677,2.07610822332808,0.9984405512814265,2016-04-25,2019-11-15,1,1.51868743291607,0,0,1.8821381419135699,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
704,-1.0474039837946478,2,0.13072614535235585,0.12668125299803915,0.13165703158126627,0.12674889967986896,1.123967926195501,1.9415697288308489,0.5324719080613017,0.9476296015556023,2018-05-25,,0,0.9055050298016101,0,1,-0.09047629795068221,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
705,1.1818675221116794,3,2.5289076233817576,2.5176978356215645,2.531731119270042,2.517710369792614,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2019-10-03,2020-01-13,1,-0.5904485915897022,0,0,-0.6828602175335401,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
706,0.3244554044553998,3,0.4045111671477242,0.39964830456770495,0.4056581205014911,0.3997096594071103,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2020-07-06,2020-09-04,1,-0.6644533643793784,0,0,-0.6828602175335401,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
707,-0.36147428966962397,1,-0.032145192168049175,-0.035703484109244656,-0.0313428416106258,-0.03563209448784701,0.2553101478584984,-0.528575889307677,0.12538406840180255,-0.34114017768266824,2018-05-21,2019-04-13,1,-0.1939944516450081,0,0,0.17873377487940156,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
708,0.8389026750491676,3,1.3390066733764545,1.3313518775667232,1.3408911168817936,1.3313917568029963,-0.7870791861459044,-0.528575889307677,-0.4639787621353835,-0.445913789410801,2019-11-21,2020-03-23,1,-0.553446205194864,0,0,-0.5189579065565282,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
709,-0.36147428966962397,5,2.693440191992323,2.6817388406637535,2.696393534571313,2.681747593718551,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2018-08-04,2019-06-27,1,-0.1939944516450081,0,0,-0.6828602175335401,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
710,-0.18999186613836805,3,1.8049643214952695,1.7959174134359337,1.8072164919444484,1.795946584518491,1.4872248153182472,3.1766425379001118,0.7398656383038625,0.2744343796177006,2020-02-06,,0,-0.1904704148454997,0,1,0.6871623456070012,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
711,-0.7044391367321359,1,-0.9914531287221536,-0.9921453569019506,-0.9914078499225057,-0.992051921463971,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2020-12-28,,0,-0.7648884131653675,0,0,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
712,0.15297298092414383,3,0.861809206392299,0.8555801033294319,0.8633170526535526,0.8556309490212399,0.8807437482611404,1.9415697288308489,0.08093565280339945,-0.3117106807476941,2020-08-21,,0,-0.5375880395970762,0,1,0.15399962162501493,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
713,-1.0474039837946478,2,0.3589510208665172,0.35422427545935237,0.3600620188208598,0.354286677314622,3.3824781498717074,3.1766425379001118,2.6789820870746057,3.4851437291606855,2018-01-30,,0,1.1081371457733427,0,0,0.6760986233582447,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
714,0.15297298092414383,3,0.7818226966681938,0.77583256425092,0.783267418748767,0.775885248109447,-0.4396160748111035,-0.528575889307677,-0.12883968860650766,-0.16839544149384766,2019-11-08,2020-10-12,1,-0.17285023084795773,0,0,0.16254540148314378,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
715,1.3533499456429354,2,-0.8642805869690249,-0.8653527605234769,-0.8641349454640795,-0.8652622476324948,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2020-12-19,,0,-0.7490302475675797,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
716,1.5248323691741914,3,-0.03250306375928053,0.14151718492559262,-0.057165304160556624,0.14158448964180656,2.3400888158673046,1.9415697288308489,2.5421283110405306,3.3233609463451863,2017-11-10,,0,1.2508606361534325,1,0,3.0902904631242047,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
718,-1.2188864073259038,3,0.29186556109791284,0.2873392426838262,0.2929236161910397,0.2874031862273119,1.9926257045325033,3.1766425379001118,1.4880918931096996,2.07732338842445,2016-04-26,,0,2.2428769952150445,0,1,1.1372881609455396,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
721,0.15297298092414383,3,1.5073918843024983,1.4992340146281598,1.5094092149473697,1.499270024210765,1.5955250058641595,1.9415697288308489,0.8959963307332883,0.045693053058993356,2020-05-29,,0,-0.3895784940177238,0,1,0.42204678377961447,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
